更新时间,#genre#
CCTV-2,http://www.dsmcloud.top:8888/udp/239.81.1.3:4056$订阅源|1920x1080
CCTV-2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$订阅源
CCTV-2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8$订阅源
CCTV-2,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000023315/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=no$订阅源
CCTV-2,http://58.57.21.166:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-2,http://122.9.151.210:6051/rtp/238.255.2.11:5999$贵州电信组播源
CCTV-2,http://117.62.6.204:8887/rtp/239.49.8.130:6000$组播源|1920x1080
CCTV-2,http://114.243.104.64:8822/rtp/239.3.1.60:8084$组播源|1920x1080
CCTV-2,http://123.113.237.160:8888/rtp/239.3.1.60:8084$组播源|1920x1080
CCTV-2,http://171.213.194.169:888/rtp/239.93.1.23:6000$四川电信组播源|1920x1080
CCTV-2,http://122.9.151.210:887/rtp/238.255.2.11:5999$贵州电信组播源
CCTV-2,http://114.252.225.255:8000/rtp/239.3.1.60:8084$北京联通组播源|1920x1080
CCTV-2,http://223.151.49.74:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-2,http://113.57.20.158:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-3,http://222.218.158.86:8181/tsfile/live/0003_1.m3u8$订阅源
CCTV-3,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$订阅源
CCTV-3,http://124.128.73.58:9901/tsfile/live/0003_1.m3u8$订阅源
CCTV-3,http://ygbh666.cn/aikmigu.php?id=cctv3$订阅源
CCTV-3,http://119.163.228.205:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-3,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265003/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=no$订阅源
CCTV-3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8$订阅源
CCTV-3,http://171.8.138.74:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
CCTV-3,http://1732e975z9.zicp.fun:8082/hls/3/index.m3u8$订阅源
CCTV-3,http://122.9.151.210:6051/rtp/238.255.2.133:5999$贵州电信组播源
CCTV-3,http://117.62.6.204:8887/rtp/239.49.9.31:6000$组播源|1920x1080
CCTV-3,http://114.243.104.64:8822/rtp/239.3.1.172:8001$组播源|1920x1080
CCTV-3,http://123.113.237.160:8888/rtp/239.3.1.172:8001$组播源|1920x1080
CCTV-3,http://171.213.194.169:888/rtp/239.93.1.11:2223$四川电信组播源|1920x1080
CCTV-3,http://122.9.151.210:887/rtp/238.255.2.133:5999$贵州电信组播源
CCTV-3,http://114.252.225.255:8000/rtp/239.3.1.172:8001$北京联通组播源|1920x1080
CCTV-3,http://110.7.128.156:8096/tsfile/live/0003_1.m3u8$订阅源
CCTV-3,http://58.57.21.166:9901/tsfile/live/0003_1.m3u8$订阅源
CCTV-3,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265003/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=no$订阅源|1920x1080
CCTV-4,http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4,http://116.128.242.83:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226652/index.m3u8$订阅源
CCTV-4,http://123.166.61.70:8003/hls/41/index.m3u8$订阅源
CCTV-4,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226652/index.m3u8$订阅源
CCTV-4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226007/index.m3u8$订阅源
CCTV-4,http://58.19.38.162:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
CCTV-4,http://111.14.181.15:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4,http://223.151.49.74:59901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000503/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000503$订阅源
CCTV-4,http://122.9.151.210:6051/rtp/238.255.2.92:5999$贵州电信组播源
CCTV-4,http://122.9.151.210:6051/rtp/238.255.2.213:5999$贵州电信组播源
CCTV-4,http://114.243.104.64:8822/rtp/239.3.1.213:4220$组播源|1920x1080
CCTV-4,http://123.113.237.160:8888/rtp/239.3.1.105:8092$组播源|1920x1080
CCTV-4,http://123.113.237.160:8888/rtp/239.3.1.214:4220$组播源|1920x1080
CCTV-4,http://123.113.237.160:8888/rtp/239.3.1.213:4220$组播源|1920x1080
CCTV-4,http://117.62.6.204:8887/rtp/239.49.8.131:6000$组播源|1920x1080
CCTV-4,http://114.243.104.64:8822/rtp/239.3.1.105:8092$组播源|1920x1080
CCTV-4,http://171.213.194.169:888/rtp/239.93.1.105:5140$四川电信组播源|1920x1080
CCTV-4,http://122.9.151.210:887/rtp/238.255.2.92:5999$贵州电信组播源
CCTV-5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$订阅源
CCTV-5,http://60.12.183.46:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-5,http://1b6467f415.iok.la:9931/tsfile/live/1024_1.m3u8$订阅源
CCTV-5,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$订阅源
CCTV-5,http://219.159.194.172:8181/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5,http://[2409:8087:74d9:21::6]:80/270000001128/9900000005/index.m3u8$订阅源
CCTV-5,http://124.128.73.58:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226469/index.m3u8$订阅源
CCTV-5,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226365/index.m3u8$订阅源
CCTV-5,http://122.9.151.210:6051/rtp/238.255.2.134:5999$贵州电信组播源
CCTV-5,http://123.113.237.160:8888/rtp/239.3.1.173:8001$组播源|1920x1080
CCTV-5,http://114.243.104.64:8822/rtp/239.3.1.173:8001$组播源|1920x1080
CCTV-5,http://117.62.6.204:8887/rtp/239.49.9.32:6000$组播源|1920x1080
CCTV-5,http://171.213.194.169:888/rtp/239.93.42.37:5140$四川电信组播源|1920x1080
CCTV-5,http://122.9.151.210:887/rtp/238.255.2.134:5999$贵州电信组播源
CCTV-5,http://114.252.225.255:8000/rtp/239.3.1.173:8001$北京联通组播源|1920x1080
CCTV-5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8$订阅源
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8$订阅源
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$订阅源
CCTV-5+,http://58.48.5.186:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8$订阅源
CCTV-5+,http://221.0.78.198:1681/hls/10217/index.m3u8$订阅源
CCTV-5+,http://kxrj.site:998/123/mg.php?id=cctv5p$订阅源
CCTV-5+,http://58.48.37.158:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5+,http://220.249.114.102:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5+,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031127/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031127$订阅源
CCTV-5+,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=3$订阅源|1920x1080
CCTV-5+,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002139/index.m3u8$订阅源
CCTV-5+,http://58.57.21.166:9901/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://122.9.151.210:6051/rtp/238.255.2.185:5999$贵州电信组播源
CCTV-5+,http://117.62.6.204:8887/rtp/239.49.8.137:6000$组播源|1920x1080
CCTV-5+,http://114.243.104.64:8822/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-5+,http://111.175.166.209:8686/rtp/239.69.1.12:9712$组播源|3840x2160
CCTV-5+,http://123.113.237.160:8888/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-5+,http://171.213.194.169:888/rtp/239.93.1.36:8004$四川电信组播源|1920x1080
CCTV-5+,http://122.9.151.210:887/rtp/238.255.2.185:5999$贵州电信组播源
CCTV-5+,http://114.252.225.255:8000/rtp/239.3.1.130:8004$北京联通组播源|1920x1080
CCTV-5+,http://183.223.157.33:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://111.8.224.6:8085/tsfile/live/1024_1.m3u8$订阅源
CCTV-6,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010214/index.m3u8$订阅源
CCTV-6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0$订阅源|1920x1080
CCTV-6,http://39.98.201.151:9090/udp/225.1.8.84:8000$订阅源
CCTV-6,http://222.218.158.86:8181/tsfile/live/0006_1.m3u8$订阅源
CCTV-6,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://kxrj.site:998/123/mg.php?id=cctv6$订阅源
CCTV-6,http://123.182.60.29:9002/hls/6/index.m3u8$订阅源
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$订阅源
CCTV-6,http://202.100.46.58:9901/tsfile/live/1005_1.m3u8$订阅源
CCTV-6,http://122.9.151.210:6051/rtp/238.255.2.135:5999$贵州电信组播源
CCTV-6,http://114.243.104.64:8822/rtp/239.3.1.174:8001$组播源|1920x1080
CCTV-6,http://123.113.237.160:8888/rtp/239.3.1.174:8001$组播源|1920x1080
CCTV-6,http://117.62.6.204:8887/rtp/239.49.9.33:6000$组播源|1920x1080
CCTV-6,http://171.213.194.169:888/rtp/239.93.1.13:2226$四川电信组播源|1920x1080
CCTV-6,http://122.9.151.210:887/rtp/238.255.2.135:5999$贵州电信组播源
CCTV-6,http://114.252.225.255:8000/rtp/239.3.1.174:8001$北京联通组播源|1920x1080
CCTV-6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8$订阅源
CCTV-6,http://fangke.blueswords.com:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$订阅源
CCTV-7,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8$订阅源
CCTV-7,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000024341/index.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=no$订阅源
CCTV-7,http://221.205.129.229:9999/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$订阅源
CCTV-7,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000504/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000504$订阅源
CCTV-7,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$订阅源
CCTV-7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8$订阅源
CCTV-7,http://58.57.21.166:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://221.0.78.198:1681/hls/10207/index.m3u8$订阅源
CCTV-7,http://122.9.151.210:6051/rtp/238.255.2.12:5999$贵州电信组播源
CCTV-7,http://114.243.104.64:8822/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-7,http://123.113.237.160:8888/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-7,http://117.62.6.204:8887/rtp/239.49.8.132:6000$组播源|1920x1080
CCTV-7,http://171.213.194.169:888/rtp/239.93.1.67:5140$四川电信组播源|1920x1080
CCTV-7,http://122.9.151.210:887/rtp/238.255.2.12:5999$贵州电信组播源
CCTV-7,http://114.252.225.255:8000/rtp/239.3.1.61:8104$北京联通组播源|1920x1080
CCTV-7,http://222.243.221.54:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://fangke.blueswords.com:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000017218/1.m3u8$订阅源
CCTV-8,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265008/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=no$订阅源
CCTV-8,http://121.24.98.154:8090/hls/16/index.m3u8$订阅源
CCTV-8,http://222.218.158.86:8181/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://58.17.48.228:808/hls/8/index.m3u8$订阅源
CCTV-8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$订阅源
CCTV-8,http://fangke.blueswords.com:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-8,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225795/main.m3u8$订阅源
CCTV-8,http://117.27.190.42:9998/tsfile/live/23239_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-8,http://58.57.21.166:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-8,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://122.9.151.210:6051/rtp/238.255.2.136:5999$贵州电信组播源
CCTV-8,http://114.243.104.64:8822/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-8,http://123.113.237.160:8888/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-8,http://117.62.6.204:8887/rtp/239.49.9.34:6000$组播源|1920x1080
CCTV-8,http://61.190.129.195:8688/rtp/238.1.78.173:7256$组播源|1920x1080
CCTV-8,http://171.213.194.169:888/rtp/239.93.42.39:5140$四川电信组播源|1920x1080
CCTV-8,http://122.9.151.210:887/rtp/238.255.2.136:5999$贵州电信组播源
CCTV-8,http://114.252.225.255:8000/rtp/239.3.1.175:8001$北京联通组播源|1920x1080
CCTV-8,http://36.35.16.98:9901/tsfile/live/0001_41.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-8,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/1.m3u8$订阅源
CCTV-9,http://[2409:8087:1a01:df::4003]/TVOD/88888888/224/3221225676/main.m3u8$订阅源
CCTV-9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225734/index.m3u8$订阅源
CCTV-9,http://60.12.183.46:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-9,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000014583/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=no$订阅源
CCTV-9,http://110.7.128.156:8096/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010052/1.m3u8$订阅源
CCTV-9,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$订阅源
CCTV-9,http://124.128.73.58:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225734/index.m3u8$订阅源
CCTV-9,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000028286/1.m3u8$订阅源
CCTV-9,http://122.9.151.210:6051/rtp/238.255.2.155:5999$贵州电信组播源
CCTV-9,http://117.62.6.204:8887/rtp/239.49.8.133:6000$组播源|1920x1080
CCTV-9,http://123.113.237.160:8888/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-9,http://114.243.104.64:8822/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-9,http://171.213.194.169:888/rtp/239.93.1.24:5140$四川电信组播源|1920x1080
CCTV-9,http://122.9.151.210:887/rtp/238.255.2.155:5999$贵州电信组播源
CCTV-9,http://114.252.225.255:8000/rtp/239.3.1.62:8112$北京联通组播源|1920x1080
CCTV-9,http://fangke.blueswords.com:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-9,http://58.57.21.166:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://171.8.138.74:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
CCTV-10,http://202.100.46.58:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000004000012827/index.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=no$订阅源
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225730/index.m3u8$订阅源
CCTV-10,http://ygbh666.cn/aikmigu.php?id=cctv10$订阅源
CCTV-10,http://221.0.78.198:1681/hls/10210/index.m3u8$订阅源
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000012827/1.m3u8$订阅源
CCTV-10,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226164/index.m3u8$订阅源
CCTV-10,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225730/2.m3u8$订阅源
CCTV-10,http://116.117.105.198:8096/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://223.151.49.74:59901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://122.9.151.210:6051/rtp/238.255.2.13:5999$贵州电信组播源
CCTV-10,http://117.62.6.204:8887/rtp/239.49.8.134:6000$组播源|1920x1080
CCTV-10,http://114.243.104.64:8822/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-10,http://123.113.237.160:8888/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-10,http://171.213.194.169:888/rtp/239.93.1.28:5140$四川电信组播源|1920x1080
CCTV-10,http://122.9.151.210:887/rtp/238.255.2.13:5999$贵州电信组播源
CCTV-10,http://114.252.225.255:8000/rtp/239.3.1.63:8116$北京联通组播源|1920x1080
CCTV-10,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8$订阅源
CCTV-10,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002146/index.m3u8$订阅源
CCTV-10,http://[2409:8087:1a01:df::4027]/TVOD/88888888/224/3221226128/main.m3u8$订阅源
CCTV-11,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226541/index.m3u8$订阅源
CCTV-11,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://61.163.181.78:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://121.24.98.154:8090/hls/19/index.m3u8$订阅源
CCTV-11,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002177/index.m3u8$订阅源
CCTV-11,http://139.196.228.200:5678/mghd1080.php?id=cctv11$订阅源|1920x1080
CCTV-11,http://58.48.5.186:1111/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://101.43.66.162/migunew.php?id=cctv11$订阅源
CCTV-11,http://kxrj.site:998/123/mg.php?id=cctv11$订阅源
CCTV-11,http://58.57.21.166:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://122.9.151.210:6051/rtp/238.255.2.14:5999$贵州电信组播源
CCTV-11,http://123.113.237.160:8888/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV-11,http://114.243.104.64:8822/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV-11,http://171.213.194.169:888/rtp/239.93.0.102:5140$四川电信组播源|1920x1080
CCTV-11,http://122.9.151.210:887/rtp/238.255.2.14:5999$贵州电信组播源
CCTV-11,http://114.252.225.255:8000/rtp/239.3.1.152:8120$北京联通组播源|1920x1080
CCTV-11,http://220.249.114.102:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000508/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000508$订阅源
CCTV-11,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265011/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=no$订阅源
CCTV-11,http://119.163.228.205:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-12,http://61.163.181.78:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://219.159.194.172:8181/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000032494/index.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=no$订阅源|1920x1080
CCTV-12,http://36.35.16.98:9901/tsfile/live/0001_30.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-12,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265012/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=no$订阅源|1920x1080
CCTV-12,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$订阅源
CCTV-12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226568/index.m3u8$订阅源
CCTV-12,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000509/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000509$订阅源
CCTV-12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$订阅源
CCTV-12,http://58.57.21.166:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-12,http://122.9.151.210:6051/rtp/238.255.2.15:5999$贵州电信组播源
CCTV-12,http://114.243.104.64:8822/rtp/239.3.1.64:8124$组播源|1920x1080
CCTV-12,http://117.62.6.204:8887/rtp/239.49.8.135:6000$组播源|1920x1080
CCTV-12,http://123.113.237.160:8888/rtp/239.3.1.64:8124$组播源|1920x1080
CCTV-12,http://171.213.194.169:888/rtp/239.93.1.30:8124$四川电信组播源|1920x1080
CCTV-12,http://122.9.151.210:887/rtp/238.255.2.15:5999$贵州电信组播源
